Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Education_Group,Total_Children,Total_Campaign_Accepted,Customer_Tenure_Days,Total_Purchases,Total_Spending,Spending_Per_Purchase
Divorced,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,37,Postgraduate,0,0,38,8,30,3.3333333333333335
Partnered,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,65,Graduate,1,0,512,14,315,21.0
Partnered,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,73,Postgraduate,1,0,374,22,660,28.695652173913043
Partnered,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,37,Graduate,1,0,514,7,74,9.25
Divorced,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,48,Undergraduate,1,0,49,7,46,5.75
Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,64,Postgraduate,1,0,316,8,86,9.555555555555555
Widow,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,81,Graduate,0,0,236,25,1103,42.42307692307692
Partnered,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,52,Postgraduate,1,0,159,11,61,5.083333333333333
Partnered,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,45,Graduate,1,1,222,9,145,14.5
Partnered,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,70,Graduate,2,0,653,31,684,21.375
Partnered,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,72,Postgraduate,1,0,229,16,411,24.176470588235293
Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,40,Graduate,1,1,624,4,27,5.4
Widow,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,83,Postgraduate,0,0,358,27,1060,37.857142857142854
Partnered,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,62,Graduate,1,0,669,24,1459,58.36
Partnered,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,47,Graduate,1,0,669,4,18,3.6
Partnered,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,1,52,Graduate,0,1,645,26,1833,67.88888888888889
Partnered,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,66,Postgraduate,1,0,87,12,237,18.23076923076923
Single,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,63,Postgraduate,2,0,32,10,48,4.363636363636363
Partnered,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,1,50,Graduate,2,0,343,26,515,19.074074074074073
Partnered,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,52,Graduate,0,0,571,15,1020,63.75
Partnered,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,65,Graduate,0,0,31,11,1370,114.16666666666667
Partnered,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,75,Graduate,1,0,475,25,1026,39.46153846153846
Partnered,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,61,Graduate,1,0,98,12,301,23.153846153846153
Partnered,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,70,Graduate,2,0,653,31,684,21.375
Partnered,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,61,Graduate,1,1,617,17,499,27.72222222222222
Partnered,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,32,Graduate,0,0,676,21,1004,45.63636363636363
Partnered,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,52,Postgraduate,1,0,259,12,218,16.76923076923077
Partnered,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,54,Graduate,1,0,402,22,606,26.347826086956523
Partnered,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,58,Undergraduate,1,0,359,6,75,10.714285714285714
Partnered,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,58,Graduate,3,0,676,9,106,10.6
Partnered,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,78,Graduate,0,0,396,17,990,55.0
Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,57,Graduate,0,0,158,16,1097,64.52941176470588
Partnered,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,30,Undergraduate,0,1,132,4,16,3.2
Partnered,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,52,Undergraduate,0,0,104,5,34,5.666666666666667
Partnered,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,36,Postgraduate,0,0,672,16,1711,100.6470588235294
Partnered,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,69,Postgraduate,2,1,168,17,438,24.333333333333332
Partnered,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,47,Undergraduate,1,0,537,7,75,9.375
Partnered,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,66,Postgraduate,1,0,228,13,225,16.071428571428573
Partnered,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,74,Postgraduate,2,0,603,4,18,3.6
Partnered,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,45,Graduate,1,0,408,17,470,26.11111111111111
Divorced,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,45,Graduate,2,0,442,9,91,9.1
Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,35,Postgraduate,0,1,136,18,2525,132.89473684210526
Partnered,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,76,Graduate,1,0,532,19,504,25.2
Partnered,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,69,Graduate,1,0,540,11,235,19.583333333333332
Divorced,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,1,65,Postgraduate,1,1,526,21,1232,56.0
Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,68,Undergraduate,2,0,422,12,88,6.769230769230769
Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,55,Graduate,1,0,52,4,17,3.4
Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,41,Graduate,1,0,331,5,24,4.0
Partnered,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,61,Graduate,2,0,311,7,60,7.5
Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,74,Postgraduate,1,1,308,26,1020,37.77777777777778
Partnered,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,64,Postgraduate,1,0,570,10,155,14.090909090909092
Partnered,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,52,Undergraduate,2,0,122,5,51,8.5
Divorced,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,1,56,Postgraduate,0,0,554,16,1812,106.58823529411765
Widow,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,1,57,Postgraduate,1,2,589,25,1461,56.19230769230769
Divorced,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,66,Graduate,1,0,70,6,96,13.714285714285714
Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,74,Graduate,1,0,132,9,160,16.0
Partnered,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,57,Postgraduate,2,0,433,10,139,12.636363636363637
Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,58,Postgraduate,1,0,434,22,908,39.47826086956522
Partnered,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,61,Undergraduate,1,0,301,8,183,20.333333333333332
Partnered,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,57,Postgraduate,1,1,455,19,1161,58.05
Partnered,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,54,Postgraduate,0,0,85,14,988,65.86666666666666
Widow,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,65,Undergraduate,1,0,658,27,1072,38.285714285714285
Partnered,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,49,Graduate,2,0,291,12,174,13.384615384615385
Partnered,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,67,Graduate,1,0,520,22,758,32.95652173913044
Partnered,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,68,Postgraduate,1,0,180,11,195,16.25
Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,47,Graduate,1,1,627,6,31,4.428571428571429
Partnered,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,69,Postgraduate,0,0,316,17,1084,60.22222222222222
Partnered,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,70,Postgraduate,1,1,494,22,685,29.782608695652176
Partnered,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,61,Postgraduate,0,1,219,26,1672,61.925925925925924
Partnered,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,36,Graduate,0,0,243,6,43,6.142857142857143
Partnered,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,69,Postgraduate,2,1,133,5,49,8.166666666666666
Partnered,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,61,Graduate,1,0,403,9,133,13.3
Partnered,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,69,Graduate,1,1,260,15,363,22.6875
Partnered,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,71,Graduate,1,0,440,18,545,28.68421052631579
Partnered,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,54,Graduate,1,1,245,31,1065,33.28125
Partnered,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,57,Graduate,0,1,474,21,2047,93.04545454545455
Partnered,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,54,Graduate,2,0,606,15,296,18.5
Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,1,51,Graduate,2,0,366,11,140,11.666666666666666
Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,61,Graduate,1,0,347,17,530,29.444444444444443
Partnered,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,63,Postgraduate,2,0,690,13,152,10.857142857142858
Partnered,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,35,Postgraduate,0,0,266,24,1598,63.92
Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,63,Graduate,1,0,526,8,114,12.666666666666666
Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,40,Undergraduate,1,0,676,10,101,9.181818181818182
Partnered,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,53,Graduate,1,0,280,4,25,5.0
Divorced,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,69,Undergraduate,0,1,519,22,789,34.30434782608695
Partnered,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,45,Graduate,2,1,334,7,87,10.875
Widow,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,68,Postgraduate,2,0,280,11,90,7.5
Partnered,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,67,Postgraduate,1,0,427,20,1215,57.857142857142854
Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,71,Postgraduate,0,1,260,22,811,35.26086956521739
Partnered,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,40,Graduate,1,1,615,7,61,7.625
Partnered,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,51,Postgraduate,1,0,318,18,405,21.31578947368421
Partnered,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,71,Postgraduate,2,0,91,9,72,7.2
Divorced,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,55,Graduate,2,0,499,14,189,12.6
Partnered,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,40,Postgraduate,1,0,365,5,40,6.666666666666667
Divorced,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,48,Graduate,1,0,140,10,63,5.7272727272727275
Partnered,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,43,Graduate,1,0,465,7,52,6.5
Partnered,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,50,Postgraduate,1,0,58,5,39,6.5
Partnered,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,55,Graduate,1,0,34,25,805,30.96153846153846
Partnered,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,70,Postgraduate,1,0,73,8,130,14.444444444444445
Partnered,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,54,Graduate,0,3,268,24,1631,65.24
Partnered,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,37,Graduate,1,0,360,5,34,5.666666666666667
Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,74,Graduate,2,0,212,12,152,11.692307692307692
Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,42,Undergraduate,1,0,162,5,21,3.5
Partnered,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,59,Postgraduate,3,0,269,7,71,8.875
Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,64,Graduate,1,1,36,23,899,37.458333333333336
Partnered,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,79,Postgraduate,0,0,70,10,711,64.63636363636364
Partnered,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,48,Postgraduate,1,0,694,16,351,20.647058823529413
Divorced,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,55,Graduate,0,0,42,15,8,0.5
Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,34,Undergraduate,1,0,573,11,119,9.916666666666666
Partnered,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,58,Graduate,2,0,450,4,21,4.2
Partnered,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,53,Postgraduate,1,0,97,4,10,2.0
Partnered,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,51,Graduate,1,1,36,27,973,34.75
Partnered,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,1,61,Postgraduate,0,2,306,13,1536,109.71428571428571
Partnered,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,74,Graduate,2,1,348,28,992,34.206896551724135
Partnered,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,59,Postgraduate,1,1,492,34,1529,43.68571428571428
Partnered,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,54,Graduate,1,0,290,17,860,47.77777777777778
Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,63,Graduate,1,0,254,23,928,38.666666666666664
Partnered,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,1,56,Postgraduate,2,0,699,18,418,22.0
Partnered,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,1,71,Undergraduate,1,0,695,16,587,34.529411764705884
Partnered,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,51,Graduate,1,0,48,19,641,32.05
Partnered,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,50,Graduate,2,1,102,4,23,4.6
Partnered,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,57,Graduate,0,2,317,23,2279,94.95833333333333
Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,53,Postgraduate,2,1,41,6,49,7.0
Divorced,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,1,43,Postgraduate,0,1,403,17,1779,98.83333333333333
Partnered,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,44,Postgraduate,0,2,206,27,1804,64.42857142857143
Partnered,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,66,Graduate,2,0,358,8,48,5.333333333333333
Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,1,74,Graduate,2,0,115,7,83,10.375
Divorced,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,51,Graduate,0,3,264,17,1862,103.44444444444444
Partnered,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,1,63,Postgraduate,2,0,643,29,793,26.433333333333334
Partnered,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,56,Graduate,1,0,506,9,84,8.4
Partnered,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,78,Postgraduate,1,0,313,10,183,16.636363636363637
Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,68,Undergraduate,0,0,8,19,1383,69.15
Partnered,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,82,Graduate,0,1,83,16,999,58.76470588235294
Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,63,Postgraduate,1,0,523,24,825,33.0
Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,54,Graduate,1,1,672,14,246,16.4
Partnered,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,60,Postgraduate,2,0,467,25,610,23.46153846153846
Divorced,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,58,Postgraduate,1,0,585,9,76,7.6
Partnered,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,55,Graduate,1,1,488,22,1286,55.91304347826087
Partnered,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,51,Postgraduate,1,1,195,4,30,6.0
Partnered,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,62,Graduate,3,0,544,8,99,11.0
Divorced,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,48,Graduate,0,1,646,22,1192,51.82608695652174
Partnered,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,51,Graduate,1,0,212,18,362,19.05263157894737
Partnered,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,1,43,Graduate,0,1,689,19,2130,106.5
Divorced,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,1,55,Undergraduate,0,2,680,28,1229,42.37931034482759
Partnered,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,69,Postgraduate,2,0,647,6,38,5.428571428571429
Partnered,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,75,Postgraduate,0,0,343,17,485,26.944444444444443
Partnered,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,75,Undergraduate,0,0,601,13,434,31.0
Divorced,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,56,Graduate,1,0,472,5,44,7.333333333333333
Partnered,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,1,54,Postgraduate,1,1,583,18,496,26.105263157894736
Partnered,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,57,Undergraduate,2,0,386,7,78,9.75
Partnered,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,54,Postgraduate,0,3,504,23,2346,97.75
Partnered,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,55,Graduate,0,0,546,21,794,36.09090909090909
Partnered,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,70,Graduate,0,0,297,4,17,3.4
Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,55,Graduate,1,0,333,5,26,4.333333333333333
Partnered,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,53,Undergraduate,1,0,103,8,76,8.444444444444445
Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,49,Postgraduate,2,0,204,4,15,3.0
Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,63,Postgraduate,2,0,78,7,62,7.75
Partnered,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,72,Postgraduate,1,0,92,10,198,18.0
Partnered,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,48,Postgraduate,1,0,247,5,49,8.166666666666666
Partnered,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,60,Graduate,1,1,370,25,802,30.846153846153847
Partnered,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,1,80,Graduate,0,1,130,15,1736,108.5
Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,48,Graduate,2,0,549,10,57,5.181818181818182
Partnered,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,55,Postgraduate,1,0,390,2,59,19.666666666666668
Partnered,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,1,73,Graduate,0,3,482,18,2302,121.15789473684211
Partnered,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,41,Undergraduate,0,0,131,6,37,5.285714285714286
Divorced,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,56,Graduate,2,0,489,16,310,18.235294117647058
Partnered,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,47,Graduate,0,1,605,19,1305,65.25
Partnered,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,60,Graduate,1,0,366,26,832,30.814814814814813
Partnered,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,50,Graduate,2,0,452,19,401,20.05
Partnered,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,61,Postgraduate,0,2,37,23,1501,62.541666666666664
Partnered,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,44,Graduate,0,4,166,28,1189,41.0
Partnered,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,54,Graduate,1,0,342,32,1194,36.18181818181818
Partnered,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,66,Postgraduate,1,0,149,21,656,29.818181818181817
Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,70,Postgraduate,0,0,583,23,1540,64.16666666666667
Partnered,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,61,Postgraduate,1,0,307,15,311,19.4375
Partnered,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,71,Undergraduate,1,0,235,26,820,30.37037037037037
Partnered,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,37,Undergraduate,1,0,169,14,274,18.266666666666666
Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,64,Postgraduate,2,0,435,9,57,5.7
Partnered,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,61,Graduate,1,0,271,17,448,24.88888888888889
Partnered,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,53,Undergraduate,2,0,19,5,44,7.333333333333333
Partnered,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,54,Graduate,2,0,335,8,102,11.333333333333334
Partnered,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,42,Graduate,1,0,148,5,61,10.166666666666666
Partnered,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,66,Postgraduate,0,0,433,27,1643,58.67857142857143
Partnered,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,68,Postgraduate,1,0,388,15,397,24.8125
Partnered,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,58,Graduate,1,1,173,26,1121,41.51851851851852
Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,49,Graduate,2,1,664,16,473,27.823529411764707
Partnered,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,52,Undergraduate,1,0,92,8,50,5.555555555555555
Partnered,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,64,Postgraduate,1,0,500,28,1678,57.86206896551724
Partnered,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,44,Graduate,0,0,72,7,58,7.25
Partnered,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,51,Postgraduate,1,0,277,9,170,17.0
Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,44,Postgraduate,0,0,199,2,373,124.33333333333333
Partnered,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,81,Postgraduate,0,1,224,17,1196,66.44444444444444
Partnered,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,47,Graduate,1,0,114,8,101,11.222222222222221
Partnered,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,1,57,Graduate,2,0,564,17,316,17.555555555555557
Partnered,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,64,Graduate,1,2,284,21,1400,63.63636363636363
Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,78,Graduate,0,0,335,27,1424,50.857142857142854
Partnered,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,1,48,Postgraduate,1,3,680,20,844,40.19047619047619
Partnered,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,51,Graduate,1,0,285,13,311,22.214285714285715
Partnered,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,44,Graduate,0,0,417,17,1149,63.833333333333336
Partnered,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,43,Postgraduate,0,0,70,8,129,14.333333333333334
Widow,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,74,Graduate,1,0,256,5,32,5.333333333333333
Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,1,44,Graduate,1,0,690,14,299,19.933333333333334
Partnered,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,64,Graduate,1,1,31,13,320,22.857142857142858
Partnered,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,49,Postgraduate,1,0,585,16,441,25.941176470588236
Partnered,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,1,77,Postgraduate,2,1,636,28,1178,40.62068965517241
Partnered,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,36,Graduate,0,0,498,6,85,12.142857142857142
Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,44,Undergraduate,1,0,466,4,24,4.8
Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,51,Graduate,1,0,494,8,112,12.444444444444445
Partnered,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,67,Undergraduate,1,0,504,5,30,5.0
Partnered,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,43,Postgraduate,0,0,374,16,410,24.11764705882353
Partnered,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,50,Graduate,1,1,302,24,800,32.0
Divorced,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,1,64,Postgraduate,0,0,422,20,1313,62.523809523809526
Partnered,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,70,Postgraduate,0,0,456,23,1483,61.791666666666664
Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,1,33,Graduate,0,0,251,17,1258,69.88888888888889
Partnered,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,39,Graduate,1,0,598,4,28,5.6
Partnered,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,61,Graduate,1,0,153,11,227,18.916666666666668
Partnered,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,1,44,Graduate,0,1,597,20,1555,74.04761904761905
Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,64,Graduate,1,0,469,23,861,35.875
Partnered,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,48,Graduate,1,1,433,8,103,11.444444444444445
Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,80,Postgraduate,0,0,62,19,634,31.7
Single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,63,Graduate,0,0,182,19,1918,95.9
Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,55,Postgraduate,2,0,268,10,131,11.909090909090908
Partnered,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,58,Graduate,2,0,641,22,586,25.47826086956522
Partnered,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,34,Undergraduate,1,1,218,7,62,7.75
Divorced,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,52,Graduate,2,0,395,22,447,19.434782608695652
Partnered,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,76,Undergraduate,0,0,698,27,939,33.535714285714285
Divorced,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,49,Undergraduate,1,1,339,15,797,49.8125
Single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,1,68,Postgraduate,1,0,663,16,1143,67.23529411764706
